hindi,english
ईंट का दहला हटाएँ. ,Remove the queen of diamonds.
GtkSourceView Editor,GtkSourceView editor
लाइसेंस जानकारी जोड़ें,Add License Information:
गीत जानकारी,Song Information
अंजुटा बार बार पूछे जाने वाले प्रश्न,Anjuta frequently asked questions
ऑडियो सेटिंग विंडो का आकार,Size of the audio settings window
दृष्टिगोचर,Visible
Yacc/बाइसन फ्लैग्सः,Yacc / Bison flags:
वीडियो,Video
ब्रैसेरो मीडिया लाइब्रेरी के लिए डिबग कथन या stdout दिखाएँ,Display debug statements on stdout for Brasero media library
हाइलाइट अवधिः,Highlight duration:
पूर्ण,Patching complete
को मिटाएँ अनुसरण कर रहा है श्रोत फ़ाइल से नहीं नहीं,Are you sure you want to remove the following source file from the project?
प्राथमिकताः,Priority:
छोडें a फ़ाइल को a फ़ाइल या,Whole project; Drop a file here to view a file or folder log
अद्यतन करें (_ U) ,_ Update
अपनी साउंडकार्ड की आवाज बदलें,Change the volume of your soundcard
ध्वनि और आँकड़ा डिस्क (% s) ,Audio and data disc (% s)
चमकीलापन,Brightness
साराटोगा,Saratoga
कोई आँकड़ा सीडी/डीवीडी बनाएँ,Create a data CD / DVD
"""% s"" पढ़ा नहीं जा सका","""% s"" cannot write."
मौजूदा सम्मिलित डिस्क खाली नहीं किया जा सका. ,The currently inserted disc could not be blanked.
"""% s"" को जीस्ट्रीमर से नियंत्रित नहीं किया जा सका. ","""% s"" could not be handled by GStreamer."
नाम का मान को,Name of the value to watch
अंतराफलक के विभिन्न गुणों को देखने देता है,Allows viewing of various interface properties
चल छवि,animation
एटलस के संरचना को छवि फाइल में बदल कर डंप करें,Dump texture atlas changes to an image file
पीछे (_ B) ,Back
ग्लेनवुड,Glenwood
रूट निर्देशिका यदि नहीं है खोलेंः,Root directory if no project is open:
इंडेन्टेशन,Basic Indentation
काटें (_ u) ,C _ ut
लेखन ट्रैक% s,Writing track% s
कल्पना करें,Visualize
पत्रिका प्रचयन अक्षम करें,Disable Journal batching
आडियो कोडेक्स सूची,The audio codecs list
संपादक पाठ,Editor text formating
गुण (_ P) ,_ Properties
दूसरा स्थगित क्रैश रिपोर्ट भेजें (_ o) ,Send _ other pending crash reports
रोकें,Stop:
प्लगइन अंतरफलक को,Plugin interfaces to implement
"""% s"" में डिस्क लिखने योग्य नहीं है. ","The disc in ""% s"" is not rewritable."
ब्रैसेरो के लिए प्लगिन चुनें,Choose plugins for Brasero
हाल में खुले परियोजना दिखाएँ,Display the projects recently opened
libburn ट्रैक बनाई नहीं जा सकी,libburn track could not be created
स्कीमाः,Sche _ ma:
वाला कंपाइलर फ्लैग्सः,Vala compiler flags:
ISO9660 छवि,ISO9660 image
दिशा,Direction
लागू करने के लिए टिंट,The tint to apply
तिहरी चोटी,Triple Peaks
ज़ूम,Zoom
अंजुटा बार बार पूछे जाने वाले प्रश्न,Anjuta frequently asked questions
डैशर फोंट (_ D) ,_ Dasher Font
पुनःप्राप्त कर रहा है स्थिति,Retrieving status…
फ़ोल्डर स्कैन करें…,Scan Folder…
"अगर सक्रिय किया जाता है, सारे इनकमिंग कॉल को होस्ट में अग्रसारित किया जायेगा जो कि क्षेत्र में नीचे निर्दिष्ट है अगर आप कॉल का उत्तर न देते हैं","If enabled, all incoming calls will be forwarded to the host that is specified in the field below if you do not answer the call"
सभी सहेजें,Save A _ ll
"""% s"" पढ़ा नहीं जा सका","""% s"" cannot be read"
ईंट का दहला के बगल में ईंट का नहला को रखें. ,Place the ten of diamonds next to the nine of diamonds.
त्रुटिः-old,error: - old
दिखाएँ छुपाएँ लकीर अंत अक्षर,Show / Hide line end characters
हटाएँ से,Remove from project
पंक्तियाँ,Rows
लपेटें पंक्तियां,Wrap lines
कालटिप्स दिखाएँ,Show calltips
आपरेशन चलाएँ,Run operations
पंक्ति ~ a के सबसे बायें के स्लॉट में दो को रखें. ,Place a two in the leftmost slot of row ~ a.
समर्थन के लिए इंच,Adds support for building on Windows platforms
पुश बटन,push button
"तस्वीर लेने से पहले उलटी गिनती की अवधि, सेकंड में","The duration of the countdown before taking a photo, in seconds"
फिल्टर संदेश प्रोकमेल के जरिये,Pipe the message through another program
निर्दिष्ट उत्पाद मौजूद नहीं है या फिर नामकरण किया जा रहा है. कृपया नवीनतम संस्करण में उन्नत करें. ,The product specified doesn 't exist or has been renamed. Please upgrade to the latest version.
सबवर्सन बदलें पूर्ण. ,Subversion: Switch complete.
लंबाई,Length
हाशिया नीचे,Margin Bottom
चिड़ी का पंजा,the five of clubs
पिछला संदेश,Previous message
कोई पारंपरिक ऑडियो CD बनाएँ,Create a traditional audio CD
जावा स्रोत फ़ाइल,Java Source File
रोकें,Stop
लाल पान का दुक्का,two of hearts
ब्रेकपाइंट संपादन,Edit Breakpoint
कोई प्रभाव नहीं मिला,No effects found
वर्ग फंक्शन उपसर्गः,Class Function Prefix:
Generic java (automake) ,Generic java (automake)
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#पुनः करें #-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#पुनः करें #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#फिर से करो (R) #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#पुन करें,_ Redo:% s
सूची #% d,List #% d
कैरो सतह की चौड़ाई,The width of the Cairo surface
क्षेत्र निर्धारित करने के लिए खींचें,Drag Area Set
निर्देशिका बिल्ड करेंः,Build Directory:
उपयोग पहला,Use first path
शाखा नामः,Branch popup menu
मिले-जुले,Mixed
रूकें,Stop
स्थान जिसे आपने अस्थायी छवि को जमा करने के लिए चुना है वह डिस्क स्थान के लिए पर्याप्त खाली स्थान नहीं रखता है (% ld MiB की जरूरत है) ,The location you chose to store the temporary image on does not have enough free space for the disc image (% ld MiB needed)
रद्दी में फाइल नहीं खिसका सका,Failed to move file to the trash
आडियो कोडेक्स सूची,The audio codecs list
मौन पता करने के दौरान एक त्रुटि आई. ,An error occurred while detecting silences.
संस्थापित करें,Install
हमेशा बनाए रखें (_ e) ,Always K _ eep
Id,Id
चल छवि का आसान विधि,The easing mode of the animations
केवल जोड़ें (_ A) ,Only _ Append
टाइम-लाइन,Timeline
प्रोजेक्ट विन्यस्त करें,Configure Project
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#बांये #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#बांया #-#-#-#-#libgnomeprintui. gnome-2-2. hi. po (libgnomeprintui) #-#-#-#-#बांये,Left
मान नामः,Value Name:
हिस्से में,parts
अतिरिक्त के लिए यह लक्ष्य. ,Additional libraries for this target.
ज्यॉर्जियाई,Georgian
श्रेणी,Category
क्यू शीट में लिखा जा रहा है,Writing cue sheet
आंट मेरी,Aunt Mary
A फ़ाइल named से. उपस्थित है को? ,"A file named ""% s"" already exists. Do you want to replace it?"
लक्ष्य गुण,Target properties
मानों के संक्रमण के लिए अंतराल,The interval of values to transition
नया प्रोजेक्ट (_ N) ,_ New Project
थीम '% s' में '% s' मिला,Found theme '% s' in:% s
बाइंडिंग पूल की अनोखी नाम,The unique name of the binding pool
प्रारंभिकीकरण कर रहा है परियोजना,Initializing Project…
काम कर रहे हैं,Working
नई pluginviews उपलब्ध है,Available new pluginviews
मौजूदा पंक्ति को उभारें,Highlight current line
Cherry pick,Cherry pick
असफल को यूआरआई सूचना का से. से. ,Failed to retrieve URI info of% s:% s
वरीयताएँ (_ e)... ,Pr _ eferences...
छोड़ें इंच,Skip the current patch in the series
चिड़ी का गुलाम,the jack of clubs
सामान्य अतिरिक्त Yacc या फ्लैग्स के लिए सभी लक्ष्य इंच यह समूह. ,Common additional Yacc or Bison parser generator flags for all targets in this group.
बदलें सी शीर्ष टिप्पणी और श्रोत फ़ाइल,Swap C header and source files
दाखिल हो रहा हैः% s,Args:% s
फ़ाइल से. उपस्थित है को? ,"File ""% s"" already exists. Do you want to overwrite it?"
ईंट का अट्ठा,the eight of diamonds
विधि,Methods
पाठ द्वारा इस्तेमाल किया जा फ़ॉन्ट,The font to be used by the text
क्या आप छवि की सामग्री के साथ डिस्क बनाना चाहते हैं या छवि फाइल के अंदर? ,Do you want to create a disc from the contents of the image or with the image file inside?
Wx विजेट,Wx Widgets
"""% s"" श्रव्य या विडियो मीडिया के लिए उपयुक्त नहीं है","""% s"" is not suitable for audio or video media"
कर्सर रखता है,Has Cursor
प्रदर्शक का प्लगइन,Display title of the plugin
बिल्ड निर्देशिका चुनें,Select a build directory
परियोजना खोलें,Open Project
तब तक वैधः,Valid until:
जारी रखें का प्रोग्राम,Continue the execution of the program
हुकुम की गुलाम के बगल में हुकुम के दहला को रखें. ,Place the jack of spades next to the ten of spades.
देखें (_ V) ,_ View
दृष्टिगोचर,Visible
Berkeley Software Distribution License (BSD) ,Berkeley Software Distribution License (BSD)
छवि पूर्वावलोकन के लिए तयशुदा ऊँचाई. ,Default height for image preview.
खाली किए जाने के दौरान त्रुटि,Error while blanking.
कृपया एंटर a. ,Please enter a path.
लॉग संदेशः,Log Message:
लेखकः,Author:
बिल्ड वितरण,Build project tarball distribution
युक्ति पर कोई स्थान बचा नहीं है,There is no space left on the device
मौज़ूदा विस्तार बनाए रखें (_ K) ,_ Keep Current Extension
एकल प्लग-इन दृश्य,Single layout view
राजेश रंजन,translator - credits
स्वाभाविक ऊँचाई सेट,Natural height set
कैनवास की चौड़ाई,The width of the canvas
बतौर XSPF गीतसूची परियोजना सहेजें,Save project as an XSPF playlist
मेन्यू मोड,Menu Mode
प्राथमिकता,Priority
Xlib dock,Xlib dock
ब्रेकपाइंट संपादन,Edit Breakpoint
एपीआई प्रलेखन दिखाएँ,Show API Documentation
जोड़ें a रिमोट,Add a remote
टिंट,Tint
कृपया डिस्क को डिस्क धारण करने वाले आँकड़े से बदलें. ,Please replace the disc with a disc holding data.
सभी सक्रिय करें (_ t) ,Ac _ tivate All
कृपया खाली ढेर को पहले भरें. ,Please fill in empty pile first.
अगला (_ x) प्रभाव,Ne _ xt Effects
वीडियो इनपुट युक्ति,Video Input Device
के साथ,with
'तेज प्रारंभ' सक्षम करें,Enable 'Fast Start'
जोड़ा गया,Added
परियोजना विकल्प,Project options
लंबवत ड्रैग दहलीज,Vertical Drag Threshold
क्रासहेयर और माउस के बीच अंतर करें,Draw line between crosshairs and mouse
ढूंढें,Search
बड़ा,Larger
अपने सम्पूर्ण विन्यास डाटाबेस को सीधे संपादित करें,Directly edit your entire configuration database
चयनित फ़ाइल नाम इंच प्लगइन,Selected full file name without extension in the project manager plugin
कर्ता को खींचने के लिये प्रयुक्त अन्तर्निहित Cogl बनावट को संभालें,The underlying Cogl texture handle used to draw this actor
चिपचिपा,Stock
ईंट का दहला हटाएँ. ,Remove the three of diamonds.
अद्यतन,Update
उपयोगकर्ता का वास्तविक नाम जो बग रपट कर रहा है. ,Real name of user reporting the bug.
कोई ब्रेकप्वाइंट निष्क्रिय करें,Disable a breakpoint
अभी सक्रिय प्लगिन,Currently activated plugins
मेक चयन लोअरकेस,Make Selection Lowercase
चयनित चैनल खोल नहीं सका. ,Could not open the chosen channel.
वीडियो परियोजना (_ V) ,_ Video project
पथः,Path:
प्रकार से अनुमान लगाएँ,Guess from type
परिवर्धित,Modified
चिड़ी का नहला,nine of clubs
इस बनावट के लिए पिक्समेप का चौड़ाई बाध्य हैं,The width of the pixmap bound to this texture
असफल को पढ़ें से. गुम नहीं से. ,Failed to read '% s': Following mandatory plugins are missing
नया लक्ष्य,New Target
कैनवास की ऊंचाई,The height of the canvas
mkisofs का संस्करण समर्थित नहीं है,"The version of ""% s"" is too old"
"क्या ब्रैसेरो को टूटी सांकेतिक कड़ी को फिल्टर करना चाहिए. सही पर सेट करें, ब्रैसेरो टूटी सांकेतिक कड़ी को फिल्टर करेगा. ","Should brasero filter broken symbolic links. Set to true, brasero will filter broken symbolic links."
बिना कुंजीपट के पाठ दाखिल करें,Enter text without a keyboard
जोड़ा गया,Added
स्लाइस पूर्वावलोकन,Slices Preview
सीवीएस कमांड है कार्यशील इंतजार करें जबतक! ,CVS command is running — please wait until it finishes!
STUN समर्थन के लिए STUN सर्वर. STUN एक प्रौद्योगिकी है जो कि NAT गेटवे के कुछ प्रकार से रास्ता देता है,The STUN server to use for STUN Support. STUN is a technology that permits passage through some types of NAT gateway
कोड समाप्ति सक्रिय करें,Enable code completion
क्या अल्फा घटक के स्टेज रंग का महत्त्व है,Whether to honour the alpha component of the stage color
छोडें या एंटर,Drop or enter revision here
पूर्ण स्क्रीन (_ F) ,_ Full Screen
% d%% Not ApplicableNot Applicable,% d%%
डाक की जाँच पूरी,Finished Checking.
कार्य के,Add internationalization:
लाल पान की गुलाम के बगल में लाल पान के दहला को रखें. ,Place the jack of hearts next to the ten of hearts.
एपीआई ब्राउजर,API Browser
पैचेस फ़ाइल और. ,Patches files and directories.
नया,_ New library…
बतौर ClutterGravity एंकर बिंदु,The anchor point as a ClutterGravity
आकार बेमेल,Size mismatch
"% s,% d%% संपन्न","% s,% d%% done"
से,From
आईएम दर्शक,IM Viewer
कॉल इन्हें हस्तांतरित करेंः,Transfer call to:
%. 1f x (DVD) ,%. 1f× (DVD)
नॉटिलस एक्सटेंशन आउटपुट डिबग कथन चाहिए. मान को सही पर निर्धारित किया जाना चाहिए अगर यह हुआ तो. ,Should Nautilus extension output debug statements. The value should be set to true if it should.
डैशर मोड्यूल विकल्प,Dasher Module Options
चिड़ी का दहला हटाएँ. ,Remove the four of clubs.
फ़ाइल वैध. desktop फ़ाइल नहीं है,File is not a valid. desktop file
स्क्रैचबाक्स विकल्प,Scratchbox Options
~ a को एक लाल पान का चव्वा पर ले जाएँ,Move ~ a onto the four of hearts.
प्रचयन का पता लगायें,Trace Batching
फ़ाइल ख़ाका का निर्माण,Creating file layout
चलाने योग्य प्रोग्राम नहीं है,Not a launchable item
संपादक,Editor tabs
अतिरिक्त लाइब्रेरीः,Additional libraries:
चिपकाएँ (_ P) ,_ Paste
हाल की फ़ाइल खोलें,Open recent file
नयों को टागल करें,Toggle Guides
सेकण्डparts,seconds
समूह को उत्तर दें... ,Reply To _ Group...
स्कीमाः,Schema:
यह खेल कोई संकेत उपलब्ध कराने में असमर्थ है. ,This game is unable to provide a hint.
फ़ाइल नाम,Currently edited file name
सतल चौड़ाई,Surface Width
"कृपया इस फॉर्म को भरें एकिगा के आंतरिक रोस्टर में नए संपर्क को भरने के लिए (you are) registered "", and not as"" (you have been) registered",Please fill in this form to add a new contact to this account 's roster
छवि डेटा लोड करने में विफल,Failed to load the image data
प्रविष्ट करें फ़ाइल नाम को क़िस्म. ,Enter the File name. The extension will be added according to the type.
एनीमेशन,Animations
python है या pythonhttp:// rope. sf. net दोनों जरूरी के लिए इंच python फ़ाइल अधिष्ठापित करें और python इंच पसंद. ,Either python path is wrong or python - rope (http: / / rope. sf. net) libraries aren 't installed. Both are required for autocompletion in python files. Please install them and check the python path in the preferences.
अधिकतम मान,Maximum value
नहीं,Do not show tabs
"इस समय जिसे प्राप्त किया गया हो, उसकी विभिन्न विधियों (मेथड) में विचरण करें",Browse the various methods of the current accessible
प्रबंधक जो इस डेटा को निर्मित किया हैdefault: RTLpredefinito: LTR,The manager that created this data
मान बदल चुका है यह बताने हेतु उपयोग में आता है,Is used to notify that the value has changed
डिस्क की आँकड़ा अखंडता जाँचें,Check data integrity of disc
सीडी और डीवीडी बनाएँ और नक़ल लें,"Burns, blanks and formats CDs and DVDs"
सतह,Surface
कृपया एंटर a कॉपी करें. ,Please enter a working copy path.
याद रखें यह,Remember this decision
मदद (_ H) ,_ Help
नाम बदलें (_ R) ,_ Rename
प्रोफ़ाइल नाम,Profile Name
वीडियो सेटिंग विंडो का आकार,Size of the video settings window
Anjuta परिचय,About Anjuta
तस्वीर संतृप्ति,Picture saturation
चुनें यदि आप केवल ऑडियो फाइलों में खोजना चाहते हैं,Select if you want to search among audio files only
भराई के रंग को हाइलाइट करें,Highlight fill color
फाइल% s संग्रहित नहीं की जा सकी,Could not save file% s:% s.
ज़ूम अक्ष,Zoom Axis
z अक्ष के ओर दीर्घवृत्त का झुकाव,Tilt of the ellipse around z axis
रविशंकर श्रीवास्तव (raviratlami @yahoo. com) राजेश रंजन (rajeshkajha @yahoo. com) ,translator - credits
दिखाएँ का a फ़ाइल निर्देशिका,Show the log of a file / directory
तब तक वैधः,Valid until:
A फ़ाइल named से. से. जाँच यदि लिखें अभिगम को निर्देशिका. ,"A file named ""% s"" cannot be written:% s. Check if you have write access to the project directory."
रीसेट/उलटें,Reset / Revert
संस्थापित करें,Install
पिक्सेल में विंडो की ऊंचाई. ,The height of the main window in pixels.
ऑनलाइन दस्तावेज निर्माण और,Online documentation and resources
इनपुट विंडो बड़ा करें,Enlarge input window
ग्रहण करो एक बार,Accept
सबवर्सन वरीयताएं,Subversion Preferences
आपकी परियोजना सहेजी गई है. ,Your project has not been saved.
अगला,Next
नहीं अधिष्ठापित करेंः,Do not install:
सत्र प्रबंधक में संबंधन निष्क्रिय करें,Disable connection to session manager
प्रोजेक्ट विन्यस्त करें,Configure project
प्रारंभ,Start: 0
किसी सीडी में ऑडियो ट्रैक जोड़ने की सलाह नहीं दी जाती है. ,Appending audio tracks to a CD is not advised.
सतल चौड़ाई,Surface Width
फाइल कापी करें,Close file
~ a को एक लाल पान का बादशाह पर ले जाएँ,Move ~ a onto the king of hearts.
रिकार्डिंग विकल्प विन्यस्त करें,Configure recording options
कर्ता को खींचने के लिये प्रयुक्त अन्तर्निहित Cogl वस्तु को संभालें,The underlying Cogl material handle used to draw this actor
अतिरिक्त या फ्लैग्स के लिए यह लक्ष्य. ,Additional Lex or Flex lexical analyser generator flags for this target.
मैं सुनिश्चित नहीं हूं,I 'm not sure
घटना रेकोर्डिंग शुरू करो/रोको,Start / stop event recording
जावा सोर्स कोड,PHP source files
क्या फ़ाइल पूर्वालोकन को दिखाना है. इसे प्रयोग के लिए सही पर सेट करें. ,Whether to display file preview. Set to true to use it.
"""% s"" को पथ में नहीं पाया जा सका","""% s"" could not be found in the path"
जम्प को इंच फ़ाइल,Jump to the next bookmark in the file
डिस्क नामः,Disc Name:
इस विंडो को बन्द करें,Close this window
नाम,Name
सफेदसिर (व्हाइटहेड) ,Whitehead
अद्यतन,_ Update…
सक्रिय,Active
पंक्तियाँ,Rows
Cogl बनावट पिक्समेप बैकएंड को ट्रेस करें,Trace CoglTexturePixmap backend
Bo एक्स टिप्पणी,Bo _ x Comment / Uncomment
न्यास,the foundation
सीवीएस विकल्प,CVS Options
वर्तमान शब्द के लिए दस्तावेज खोजें,Online documentation and resources
फ़ोल्डर,Folder
तीन,Three
प्रोग्राम रोकें,Pa _ use Program
क्या यह टैग फ़ॉन्ट परिवार को प्रभावित करेगा,Whether this tag affects the font family
Generic C + + ,Generic C + +
~ a को एक कोने का एक खाली खाँचा में ले जाएँ,Move ~ a onto an empty corner slot.
प्रारंभ और को a कार्यशील प्रोग्राम,Start debugger and attach to a running program
रियल्म,realm
को मिटाएँ अनुसरण कर रहा है से नहीं नहीं,"Are you sure you want to remove the module ""% s"" from the project?"
वीसीडी छवि,VCD image
आँकड़ा डीवीडी सफलतापूर्वक लिखा गया,Data DVD successfully burnt
डायरेक्ट्री,Directories
कोई हाल में प्रयुक्त परियोजना नहीं,No recently used project
प्रोग्राम्स से.. ,Missing programs:% s.
% s/% s,% s /% s
ध्वज,Flags
तस्वीर छोड़ें (_ D) ,_ Discard photo
कॉपीराइट © Canonical Ltd,Copyright © Canonical Ltd
साझेदारी लक्ष्य नाम का फ़ॉर्म,Module target name must be of the form 'xxx. la'
बाध्य करें,Force
फ़ाइल खोलें,Open file
हमेशा इन बाक्स दिखाओ,Always show _ INBOX
फ़ाइल या निर्देशिका को लॉग लेने के लिए चुनेंः,Choose file or directory to get log for:
स्वतः समाप्त,autocomplete
एक डिस्क चुनें,Select a disc
अवैध,invalid
ताशों को फेंट कर देखें,Try dealing a row of cards
ध्वनि फाईल बचाएँ,Save file as
क्या कर्ता कार्यक्रम के प्रति प्रतिक्रिया दे रहा है,Whether the actor is reactive to events
प्रतिबन्ध,Constraints
सक्षम,Enabled
"चुने गए प्रकारों और स्रोतों से घटनाएं जैसे-जैसे घटित होती हैं, उन्हें दर्शाता है",Shows events as they occur from selected types and sources
कमिट को सबवर्सन ट्री,Commit your changes to the Subversion tree
संपादक फ़ॉन्ट चुनें,Select Editor Font
उलटें,Revert commit
छोड़ें,Skip
चल छवि के लिए प्रयुक्त टाइम लाइन,The timeline used by the animation
अतिरिक्त जावा फ्लैग्स के लिए यह लक्ष्य. ,Additional Java compiler flags for this target.
प्लगइन (_ l) ,P _ lugins
दूरस्थ प्रयोक्ता ने कॉल को रास्ता दे दिया,Remote user cleared the call
फिर बांटने के लिये किसी कार्ड को दो बार क्लिक करें,Double click any card to redeal.
जाँच पेटी,check box
चुनें फ़ाइल को चिह्नित जैसे हलः,Select Files to Mark as Resolved:
पंक्ति के बीच स्थान,Spacing between rows
परिप्रेक्ष्य प्रक्षेपण पैरामीटर,Perspective projection parameters
क्या आप वाकई ट्रैक को बांटना चाहते हैं? ,Do you really want to split the track?
क्या गहराई cueing को सक्षम करें,Whether to enable depth cueing
समूह से फ़ाइल सिस्टम. ,The group will be deleted from the file system.
पाठ को प्रयोक्ता को एंटर प्रविष्टि,Text to show the user what to enter into the entry
मेलबाक्स बनाने में परेशानी% s,Problem Creating Mailboxes% s
Blurb,Blurb
कोई नाम नहीं,No - Name
स्ट्रिंग,String
स्तम्भ के बीच स्थान,The spacing between columns
फ्रीसेल सॉलिटेयर,Freecell Solitaire
डिस्क में लिखने के दौरान त्रुटि आई,An error occurred while writing to disc
कमिट,_ Commit…
नहीं प्रयुक्त संसाधन पाया के साथ यूआरआई से. ,"No recently used resource found with URI ""% s"""
कार्यकारी डायरेक्टरी,make [% d]: Leaving directory '% s'
नया (_ N) ,_ New
"""नाम"" और ""लिंक"" तत्वों '% s' के अंदर% d पंक्ति, कॉलम% d पर आवश्यक हैं","""name"" and ""link"" elements are required inside '% s' on line% d, column% d"
मेकफाइल आधारित परियोजना,Makefile backend for project manager
"क्या ""-immed"" फ्लैग को cdrecord के साथ प्रयोग करना है. सावधानी से प्रयोग करें (सही पर सेट करें) क्योंकि यह कुछ ड्राइव/सेटअप के लिए समाधान का कार्य करता है. ","Whether to use the ""- immed"" flag with cdrecord. Use with caution (set to true) as it 's only a workaround for some drives / setups."
पंक्ति अंत वर्ण,_ Line End Characters
LDAP निर्देशिका संपादित करें,Edit LDAP directory
gtk-doc सिस्टम जोड़ेंः,Add gtk - doc system:
"क्या ""-immed"" फ्लैग को cdrecord के साथ प्रयोग करना है. सावधानी से प्रयोग करें (सही पर सेट करें) क्योंकि यह कुछ ड्राइव/सेटअप के लिए समाधान का कार्य करता है. ","Whether to use ""- immed"" flag with cdrecord. Use with caution (set to true) as it 's only a workaround for some drives / setups."
स्वतः सहेजें,Autosave
Ekiga. net निर्देशिका जोड़ें,Add the Ekiga. net Directory
चिड़ी का बादशाह,king of clubs
परियोजना प्रबंधक,Project Manager
लाल पान की दहला के बगल में लाल पान के नहला को रखें. ,Place the ten of hearts next to the nine of hearts.
एकिगा के बारे में जानकारी देखें,View information about Ekiga
परियोजना गुण,Project properties
चयन के दूसरे सिरे के कर्सर की स्थिति,The cursor position of the other end of the selection
गलती: इस नाम की पहचान पहले से है,Error: An identity with that name already exists
स्वचालित विंडो पुनर्निर्देशन,Window Redirect Automatic
ताश शैली (_ C) ,_ Card Style
सबवर्सन फ़ाइल पर. ,Subversion: File will be added on next commit.
स्थिर चौड़ाईः (_ F) ,_ Fixed width:
अस्थायी फ़ाइल के लिए स्थान (_ T) ,Location for _ Temporary Files
लंबा प्रेस समय,Long press time
संस्थापित करें मोड्यूल,_ Install Module
प्रतिशत,percent
समूह,Group
यह चयन याद रखें,Remember this selection
यदि आप उन्हें आयात करते हैं तो आप एक बार लिखे हुए फाइल के मौजूदा चयन को देख और उन्हें उपयोग कर सकेगे. ,If you import them you will be able to see and use them once the current selection of files is burned.
नया फ़ाइल और घटक. ,"New file, project and project components."
फ्रेम दर जमाने में त्रुटि. ,Error while setting the frame rate.
हुकुम का बादशाह,king of spades
मददगार तकनीक पँहुच हेतु प्रारूपित वस्तु का वर्णन,"Description of an object, formatted for assistive technology access"
रंग सेट,Color Set
लूप जांचा गया,Loop detected
बदलें को,Switch to branch / tag
mkisofs का संस्करण समर्थित नहीं है,This version of mkisofs is not supported
यहाँ जाएँ,Go to
मिटाया,Deleted
PyGTK (automake) ,PyGTK (automake)
जाँच पेटी,check box
चार्ट,chart
पंक्ति समरूप,Row Homogeneous
वर्ण,Hue
पूर्ण विंडोज़ सुसंगतता निष्क्रिय करें (_ D) ,_ Disable Full Windows Compatibility
आईडी,ID
न्यूनतम वृद्धि,Minimum increment
औजारपट्टी बटन लेबलः,Toolbar button labels:
खोज परिणाम के लिए प्रतीक्षारत,Waiting for search results
कंट्रास्ट,Contrast
कमांड लाइन पर अनुप्रयोग दस्तावेज़ स्वीकार नहीं करता है,Application does not accept documents on command line
फाइल चुनें,Choose Icon
संस्थापित करें गुम संकुल,Install missing packages
ब्रिस्टल,Bristol
ओवरबर्न करें (_ O) ,_ Overburn
संपादन (_ t) ,Edi _ t
नहीं फ़ाइल या. ,No file or project currently opened.
असफल को पढ़ें से. एक्सएमएल त्रुटि अवैध या Anjuta. ,Failed to read '% s': XML parse error. Invalid or corrupted Anjuta plugins profile.
% s h% s min% s,% s h% s min% s
स्निपेट प्रबंधक,Snippets Manager actions
"""% s"" श्रव्य या विडियो मीडिया के लिए उपयुक्त नहीं है","""% s"" is not suitable for audio or video media"
को a प्लगइन a लक्ष्य के साथ से. क़िस्म,Unable to find a debugger plugin supporting a target with% s MIME type
फ़ाइल या निर्देशिका को लॉग लेने के लिए चुनेंः,Choose file or directory to get log for:
कॉल अग्रसारित,Call forwarded
डिस्क छवि प्रकारः,Disc image type:
विकल्प,Options:
कृपया वीडियो जोड़ें. ,Please add videos.
GL पिक्सेल उद्धरण अक्षम करें,Disable GL Pixel Buffers
C/C + +/Java/Vala,C / C + + / Java / Vala
ईंट का चव्वा,four of diamonds
ई-मेल पता,E - Mail Address
कर्ता का पृष्ठभूमि रंग,The actor 's background color
प्रारंभ,Start
"""% s"": अज्ञात डिस्क छवि प्रकार","""% s"": unknown disc image type"
मिले-जुले,Mixed
वर्तमान काल के मेलबाक्स के सभी संदेशों को छाँटें,Select all messages in current mailbox
परियोजना से चयनित वीडियो हटाएँ,Remove the selected videos from the project
पहुँचयोग्य रजिस्ट्री,Accessibility Registry
स्कैनिंग से अलग करने के लिए विभाजन के लिए URIs की सूचि. ,A list of URIs for partitions to be excluded from scanning.
ट्रैक विलग करें,_ Split Track…
SIGINT,SIGINT
CVS: Status,CVS: Status
डेवलपर मदद प्रोग्राम,Developer 's Help program
स्मार्ट हाशिया,Python Indentation
सभी ढेर भरने लायक पत्ते होते तक पहले जैसा करें,Undo until there are enough cards to fill all tableau piles
बहुविधि तस्वीर लें,Take multiple photos
लंबी प्रेस अवधि,Long Press Duration
से,From
वीसीडी प्रारूपः,VCD type:
नया (_ N) ,_ New
"तस्वीर लेने से पहले उलटी गिनती की अवधि, सेकंड में","The duration of the countdown before taking a photo, in seconds"
नया लक्ष्य,New Target
Diff…,Diff…
रिमोट पश्चात,Fetch remote branches after creation
द्वैध,Ambiguous
जोड़ें समर्थनः,Add shared library support:
पायथन वर्ग,Python Class
पूरा होने पर हटायें,Remove on Complete
Text + Icons,Text + Icons
अपने आप पता लगाएँ,Autodetect
आवश्यक है,Required
बैकेंड उदाहरण,The backend instance
