hindi,english
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#सूचना #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#जानकारी #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#सूचना,Information
बदलाव,Edit Item
हुकुम का बादशाह,king of spades
स्थानीय,Local
हुकुम का गुलाम,the jack of spades
लाल पान की सत्ता के बगल में लाल पान के छक्का को रखें. ,Place the seven of hearts next to the six of hearts.
कार्ड चालों में एनीमेशन उपयोग करें या नहीं. ,Whether or not to animate card moves.
बीयर रिवर,Bear River
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#फोन्ट नाम #-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#फोन्ड नाम #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#फोन्ट नाम,Interface:
Pixmap डायरेक्टरी,_ Pixmap editor:
अधिकतम मान,Maximum value
दस्तावेज़,Documents
अंगूठा और पॉकेट,Thumb And Pouch
चिड़ी का दहला,ten of clubs
स्टार्टअप,start
फ्रीसेल सॉलिटेयर,FreeCell Solitaire
उपज,Yield
को,Top
तेज चुनाव,Quick Select
स्मार्ट हाशिया सक्रिय करें,Enable smart indentation
ताश को फिर से जमाने की कोशिश करें,Try rearranging the cards
प्रविष्ट,INS
तस्वीर में एक खाली खाँचा,an empty slot on the tableau
उत्तमः,Best:
आईपाइथन कन्सोल,IPython Console
चुने गए एक्सेसेबेल,Selected accessible
हाथापाई,Scuffle
खोज का तरीका,Search Toolbar
ओडेसा,Odessa
कंट्रोल,Ctrl
अद्यतन,Up - to - date
परियोजना विकल्प,Import options
बाल्टिक,Baltic
"चुने गए प्रकारों और स्रोतों से घटनाएं जैसे-जैसे घटित होती हैं, उन्हें दर्शाता है",Shows events as they occur from selected types and sources
व्यवसाय,Business
प्रवेश सहायक,Lo _ gin Helper
हुकुम का अट्ठा,the eight of spades
पाँच मूलाधार,Five Foundations
Memcheck Addrcheck Helgrind,Memcheck Addrcheck Helgrind
खेल (_ G) ,_ Game
रिसेट करें (_ R) ,_ Reset
Qcard symbol,Q
9,9
एक नया खेल प्रारंभ करें,Start a new game
हुकुम की तिक्की,Move ~ a onto the three of spades.
लॉग देखिए,_ View log…
भूल भुलैया,Maze
लाल पान की सत्ता के बगल में लाल पान के छक्का को रखें. ,Place the seven of hearts next to the six of hearts.
निजी गुणों को छिपाएं,Hide private attributes
"जब आप सड़क पार करें, तो दोनों तरफ देखें",Look both ways before you cross the street
~ a को एक लाल पान का दहला पर ले जाएँ,Move ~ a onto the ten of hearts.
कैनसास,Kansas
कोई चाल नहीं. ,No moves.
"सूर्य किरणें आपको विटामिन डी देती हैं, कम्प्यूटरों के मॉनीटर्स नहीं... ",Monitors won 't give you Vitamin D - - but sunlight will...
ईंट का बेगम के बगल में ईंट का गुलाम को रखें. ,Place the queen of diamonds next to the jack of diamonds.
अनुप्रयोग की पहुंचनीयता का सत्यापन करता है,Validates application accessibility
कचरा (T) ,_ Transform
कोई सीमा नहीं,No Limit
नई pluginviews उपलब्ध है,Available new pluginviews
प्लग-इन त्रुटियांviewport,Plugin Errors
ताश शैली (_ C) ,_ Card Style
अंतिम बार फोकस किए गए एक्सेसेबल को जांचें,Inspect last focused accessible
सूचना दिखाने वाली लकीर,Confim the following information:
प्रोजेक्ट लोड करने में असमर्थ,Failed to read '% s':% s
एक खाली तस्वीर,an empty tableau
ऊपरी पटल,Top panel
हाइलाइटन,Highlighting
चिड़ी का दहला,ten of clubs
पीछे,Backward
पंजी ताजा करें (_ R) ,_ Refresh Registry
प्रवाहित करनेयोग्य विषयवस्तु,St _ reamable Content
शीर्षकः,Header:
चिड़ी का अट्ठा,the eight of clubs
सत्ता मिटाएँ,Remove the sevens
आधार पत्ताः बादशाह,Base Card: King
ध्वनि,Sound
अग्रभूमि का रंगः,Foreground color:
स्तंभ,Columns
श्रेणी,Create API tags:
ओडेसा,Odessa
नया फ़ाइल,New File
~ a को ईंट का अट्ठा पर घुमाएँ. ,Move ~ a onto the eight of diamonds.
पूरा प्रोजेक्ट साफ करें,Clean whole project
कार्य डायरेक्टरी,CVS: Log file / directory
नमूना फाइल आपरेशन,Sample file operations
जोकर मिटाएँ,Remove the jacks
पाश्व रंग,Back color:
एडीटर,_ Add Editor View
क्रिया,Actions
दरी,Carpet
ईंट की बेगम,queen of diamonds
आवाज चालू करें,Enable Debugging
हुकुम का सत्ता,Move ~ a onto the seven of spades.
अंतिम बार फोकस किए गए एक्सेसेबल को जांचें,Inspect last focused accessible
स्थान (_ L): ,_ Location:
चिड़ी का अट्ठा,the eight of clubs
श्रीमती ज़ेन,Lady Jane
सताने वाला किला,Beleaguered Castle
प्रतीक,Icons
परिभाषा खिड़की दिखाएं/छिपाएं... (_ S) ,Brace indentation size in spaces:
एकल प्लग-इन दृश्य,Single layout view
चौदह,Fourteen
वर्तमान फाइल को प्रिंट करें,Print the current file
अंजूटा दस्तावेज मैनेजर,Todo Manager
ईंट का छक्का,six of diamonds
जानकारी,General Project Infromation
एक और पत्ता बाँटें,Deal another card
कार्ड थीम “% s” के साथ कार्ड दिखाएं,Display cards with “% s” card theme
हाइपरकड़ी,Hyperlink
एथेना,Athena
प्रोजेक्ट विन्यस्त करें,Configure Project
Anjut के लिए टूडू प्लगिन,Todo Plugin for Anjuta.
नया (_ N) _ New Game,_ New
भारी भरकम,Jumbo
ईंट का बादशाह,king of diamonds
~ a को चिड़ी का बादशाह पर घुमाएँ. ,Move ~ a onto the king of clubs.
घटना मानिटर,Event Monitor
चलाने लायक टेक्स्ट फाइल,Options
लायब्रेरी,Libraries
सारणी सूचना,Table Information
दक्षिण यूरोपीय,South European
% u फाइल्स,* Output Source File:
बचा मालः 0,Stock left: 0
सीहैवन,Seahaven
पत्तों के ढेर को आसपास ले जाने की कोशिश करें,Try moving card piles around
उन प्लग-इनों की सूची जिन्हें डिफोल्ट रूप से निष्क्रिय किया गया है,A list of plugins that are disabled by default
दुक्की मिटाएँ,Remove the twos
पुस्तक-चिह्न जोड़ें... ,Add Bookmark...
सत्यापन,V _ alidate
"% s में% s स्थिति है, पर उसके साथ% s स्थिति नहीं है",% s has% s state without% s state
प्रोफ़ाइल,Profiles
एक दौर और चलें,Deal another round
पोकर हाथ तैयार करने हेतु ताश के पत्तों को जमाएँ,Place cards on to the Tableau to form poker hands
~ a को चिड़ी का इक्का पर घुमाएँ. ,Move ~ a onto the ace of clubs.
हुकुम का बादशाह हटाएँ. ,Remove the eight of spades.
कृपया खाली ढेर को पहले भरें. ,Please fill in empty pile first.
ईंट की तिक्की,Move ~ a onto the three of diamonds.
लाल जोकर,red joker
आकार,Size
ईंट का दहला,ten of diamonds
नियम संपादित करें,Edit Rules
किला,Fortress
"You should have received a copy of the GNU General Public License along with% s; if not, write to the Free Software Foundation, Inc., 51 Franklin Street, Fifth Floor, Boston, MA 02110-1301 USA","You should have received a copy of the GNU General Public License along with% s; if not, write to the Free Software Foundation, Inc., 51 Franklin Street, Fifth Floor, Boston, MA 02110 - 1301 USA"
पता,Address:
बाल्सा को कान्फिगर करो,Configure external tools
प्रोग्राम पैरामीटर,Program Parameters
संवेदनशील,Sensitive
लाल पान का अट्ठा,the eight of hearts
"% d% d ""in this string this to""% Id% d% d%%%%% ""(U + 0025 PERCENT SIGN) you do NOT need to escape it with another""% ",% d
सोना खदान,Gold Mine
औजार (_ T) ,_ Tools
0 फाइल्स,Diff files
एक पत्ता बांटें,Deal a card
कोई संकेत अभी उपलब्ध नहीं है,No hint available right now
वरीयताएं (_ P) ,_ Preferences
जावा सोर्स कोड,Java source files
आइकन फाइलः,Icon File:
लॉग देखिए,View Log
~ a को एक लाल पान का बादशाह पर ले जाएँ,Move ~ a onto the king of hearts.
फिल्टर का मिलान हुआ है,File / Directory to patch
चौदह,Fourteen
ईंट का पंजा,the five of diamonds
पथ,Path
ध्वनि फाईल बचाएँ,Space after Cast
न्यूनतम मान,Minimum value
एक% s को आप ढूंढ रहे हैं. ,You are searching for an eight.
हुकुम की बेगम,queen of spades
टैग लिस्ट प्लगइन,SamplePlugin
खाली खाँचा में कुछ ले जाने के बारे में विचार करें,Consider moving something into an empty slot
कोई चाल बाकी नहीं,There are no more moves
दस्ताबेज के प्रकार की परिभाषा,Goto symbol definition
अज्ञात पत्ता,face - down card
स्थिति,Condition
अंतिम पूर्ववत् किए क्रिया को दोहराएँ,Redo the last undone action
नया खेल (_ N) ,_ New Game
त्यागें (_ A) ,_ Abort
रंग का नाम,Class Name:
सीमांत रंगः,Border color:
चाल वापस लें (_ U) ,_ Undo Move
हटाएं (_ R) ,_ Remove
शीर्ष,Head
चुने गए एक्सेसेबेल,Selected accessible
पूर्ण,Completed
फिर बांटने के लिये किसी कार्ड को दो बार क्लिक करें,Double click any card to redeal.
नया पृथक्कारक (_ S) ,New _ Separator
संवेदनशील,Sensitive
काला जोकर,black joker
अरबी,Arabic
यह चयन याद रखें,Remember this selection
टैग,% sTarget:% s
गैर संस्करण,Unversioned
सारणी (_ T) ,_ Table
लाल पान का दहला,Move ~ a onto the ten of hearts.
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#वरीयता #-#-#-#-#gnome-applets. gnome-2-2. hi. po (gnome-applets 2. x) #-#-#-#-#वरीयता #-#-#-#-#gnome-media. HEAD. hi. po (gnome-media 2.0) #-#-#-#-#वरियताएँ #-#-#-#-#nautilus. HEAD. hi. po (nautilus 2. x) #-#-#-#-#प्राथमिकताएँ,Preferred plugins
~ a को एक ईंट की बेगम पर ले जाएँ,Move ~ a onto the queen of diamonds.
"सिर्फ इसलिए कि हापस्काच बोर्ड पारपथ जैसे दिखता है, इसका मतलब यह नहीं कि वह यही है",Just because a crosswalk looks like a hopscotch board doesn 't mean it is one
इक्का मिटाएँ,Remove the aces
स्वचालित,Automatic
परिभाषा खिड़की दिखाएं/छिपाएं... (_ S) ,View indentation whitespaces
आधार पत्ताः,Base Card:
चिड़ी का नहला,the nine of clubs
ताश शैली (_ C) ,_ Card Style
लाल पान का बादशाह,king of hearts
~ a को एक लाल पान का पंजा पर ले जाएँ,Move ~ a onto the five of hearts.
मेकफाइल आधारित परियोजना,Makefile - based project
पीछे,Backward
क्या आप निश्चित है कि आप ट्रेश की सभी आयटम्स हमेशा के लिए डिलीट करना चाहते हैं,Are you sure you want to delete all the breakpoints?
पुस्तक-चिह्न जोड़ें... ,Add Bookmark...
हुकुम का दुक्का,two of spades
"संकेत (_ H) _ New ""is for the menu item 'Game-> New', implies"" New Game",_ Hint
प्रतीक,Icon
चुनें कि कार्ड खींचना है या गंतव्य के बजाय श्रोत पर क्लिक करना है. ,Select whether to drag the cards or to click on the source then the destination.
रीढ़,Backbone
असीमित पुनः सौदों,Unlimited redeals
स्तर छोडें (_ l) ,Called
"रीसेट करें (_ R) _ Restart ""is the menu item 'Game-> Restart', implies"" Restart Game",_ Reset
दस्तावेज़ (_ D) ,_ Documents
विकल्प,Options
पोकर,Poker
हुकुम की सत्ता के बगल में हुकुम के छक्का को रखें. ,Place the seven of spades next to the six of spades.
लाल पान का दहला,ten of hearts
एक खाली तस्वीर,an empty tableau
एक नया प्रोजेक्ट बनाएं,Save as glade project
प्रयोक्ता,User
बेसिक सूचना,Basic information
फ्रीसेल सॉलिटेयर के बारे में,About FreeCell Solitaire
औजार बक्सा,Toolkit
"संकेत (_ H) _ New ""is for the menu item 'Game-> New', implies"" New Game",_ Hint
कार्य,Tasks
डाक,Mail
चोर,Thieves
भारी भरकम,Jumbo
सभी मिटाएँ,Remove bookmark
~ a को लाल पान का चव्वा पर घुमाएँ. ,Move ~ a onto the four of hearts.
राज्य,States
% s अपशिष्ट पर,% s on waste
आक्टेल अनुमतियां,No permission to read the file.
#-#-#-#-#file-roller. gnome-2-2. hi. po (File Roller hindi) #-#-#-#-#नामः #-#-#-#-#gnome-desktop. HEAD. hi. po (gnome-desktop VERSION) #-#-#-#-#नाम: ,_ Name
चिड़ी का इक्का,the ace of clubs
खेल सांख्यिकी दिखायें,Show gameplay statistics
वेलेंटाइन,Valentine
अट्ठा मिटाएँ,Remove the eights
वृश्चिक,Scorpion
न्यूनतम मान,Minimum value
हुकुम का छक्का,six of spades
विकल्प,Build
बाज पंख,Eagle Wing
जैंगो परियोजना सूचना,Django Project information
हुकुम की बेगम के बगल में हुकुम के वादशाह को रखें,Place the king of spades next to the queen of spades.
पत्तों को फिर फेंटें,Reshuffle cards
लाल पान का चव्वा,four of hearts
7number,7
फाइल्स डिलीट कर दी,All breakpoints enabled.
लाल जोकर,the red joker
- Integrated Development Environment,- Integrated Development Environment
श्रोत दिखाएं,View Source
ब्रेकपाइंट को समायोजित करें,Enable Breakpoint
प्रारंभ,Start: 0
प्रोफ़ाइल नाम,Profile Name
Anjuta फाइल सहायक प्लगिन,Anjuta File Assistant Plugin
पिछला हिस्सा,Previous _ History
फोन्ट स्टाइल,Autoformat style
ईंट का दुक्का,the two of diamonds
वुड,Wood
ढूंढने के लिए फाइल का नाम दो,Enter the line number to jump and press enter
मान,Value
ताश के खेलः,Card games:
~ a को एक लाल पान का दुक्का पर ले जाएँ,Move ~ a onto the two of hearts.
ईंट की बेगम,the queen of diamonds
शॉर्टकट,Shortcut
काल्स,Calltips
खेल चुनें... (_ S) ,_ Select Game…
खेल के पास कोई हल नहीं है. वापस ले या फिर शुरू करें. ,The game has no solution. Undo or start again.
मैनेजर प्लगिन डिबग करें,Debug Manager plugin.
% s भण्डार परtableauslot hint,% s on stock
नहला मिटाएँ,Remove the nines
प्रोजेक्ट साफ करें (_ C) ,Recent Projects
व्यंजक पर सहायता,Single step into function
ईंट का नहला,the nine of diamonds
प्रारंभ,Start: 0
चिड़ी का सत्ता,the seven of clubs
तिहरी चोटी,Triple Peaks
आधार पत्ताः इक्का,Base Card: Ace
श्रीमती ज़ेन,Lady Jane
परियोजना विकल्प,Project options
एक खाली खाँचाstockslot hint,% s on reserve
"% d% d ""in this string this to""% Id% d% d%%%%% ""(U + 0025 PERCENT SIGN) you do NOT need to escape it with another""% ",% d
कंट्रोल,Ctrl
प्रोफ़ाइल,Profiles
शीर्षक,Title
एक दुक्की को आप ढूंढ रहे हैं. ,You are searching for a two.
लाल पान का इक्का,ace of hearts
इस विंडो को बन्द करें,Close this window
डिफ,Diff
यह एक डायरेक्टरी है,Ignore files and directories
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#बदलें/परिवर्तित करें #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#बदलो #-#-#-#-#nautilus. HEAD. hi. po (nautilus 2. x) #-#-#-#-#बदलना,Replace With:
8number,8
~ a को एक हुकुम का छक्का पर ले जाएँ,Move ~ a onto the six of spades.
कोई सीमा नहीं,No Limit
परियोजना नामः,_ Group name:
एनीमेशन,Animations
बढ़ें,Grow
चिड़ी की दुक्की,two of clubs
हुकुम का अट्ठा,eight of spades
चिड़ी का सत्ता,Move ~ a onto the seven of clubs.
सभी बंद करें,Close All
"चुने गए प्रकारों और स्रोतों से घटनाएं जैसे-जैसे घटित होती हैं, उन्हें दर्शाता है",Shows events as they occur from selected types and sources
प्रविष्ट,Insert
लाल पान की सत्ता के बगल में लाल पान के छक्का को रखें. ,Place the seven of hearts next to the six of hearts.
ईंट का नहला के बगल में ईंट का अट्ठा को रखें. ,Place the nine of diamonds next to the eight of diamonds.
पंक्ति ~ a में श्रृंखला में जोड़ें. ,Add to the sequence in row ~ a.
कुत्ते के कान में कभी सीटी नहीं बजाएँ,Never blow in a dog 's ear
चिड़ी का दहला हटाएँ. ,Remove the five of clubs.
नया प्रोजेक्ट बनाएं,Project Wizard
ईंट का बादशाह हटाएँ. ,Remove the king of diamonds.
हॉपस्कॉच,Hopscotch
एग्नेस,Agnes
चिड़ी का बादशाह हटाएँ. ,Remove the eight of clubs.
आधार पत्ताः ~ a,Base Card: ~ a
नाम,Name
वर्तमान खेल पुनःप्रारंभ करें,Restart the game
चुनें कि कार्ड खींचना है या गंतव्य के बजाय श्रोत पर क्लिक करना है. ,Select whether to drag the cards or to click on the source then the destination.
जेनेरिक C + + प्रोजेक्ट,A generic GTKmm (C + +) project
ताश के पत्तों को ढेर में वापस करें,Return cards to stock
हुकुम की तिक्की,three of spades
एक नयी फाइल का निर्माण करें,Create a Task List
मत रिपोर्ट करें (_ D) ,_ Don 't report
ईंट की बेगम,the queen of diamonds
पत्ते बाँटें,Deal the cards
आधार पत्ताः,Base Card:
प्रोजेक्ट संस्थापित करें (_ I) ,Initializing Project...
फाइल% s संग्रहित करें,Save glade file as...
पिछला दस्तावेज़,Previous Document
#-#-#-#-#gtk +. gtk-2-2. hi. po (gtk22 VERSION) #-#-#-#-#मोड (रूप) #-#-#-#-#libgnomeui. HEAD. hi. po (libgnomeui HEAD) #-#-#-#-#मोड,Modules
स्थिति पट्टी (_ S) ,_ Statusbar
दस्तावेज़ (_ D) ,_ Documents
make (\\ [\\d + \\])?: \\s + Leaving\\s + directory\\s + `(. +) ',make (\\ [\\d +\\])?: \\s + Leaving\\s + directory\\s + `(. +) '
अनुप्रयोग की पहुंचनीयता का सत्यापन करता है,Validates application accessibility
डिफोल्टों को शामिल करें,Include defaults
ईंट की बेगम,the queen of diamonds
क्षैतिज विभाजन,Horizontal split
लाल पान की दहला के बगल में लाल पान के नहला को रखें. ,Place the ten of hearts next to the nine of hearts.
हाइलाइट किया गया भराई का रंग और पारदर्शिता। ,The color and opacity of the highlight fill.
अंतिम प्रविष्ट घटना को हाइलाइट करो,Highlight last event entry
~ a को चिड़ी की बेगम पर ले जाएँ,Move ~ a onto the queen of clubs.
ताश बांटना बाकीः,Redeals left:
चिड़ी का छक्का,the six of clubs
सभी,Everything
% s आरक्षितstockslot hint,% s on reserve
"% s जिस पर कार्रवाई हो सकती है, वह न तो फोकस करने योग्य है न ही चयनीय",actionable% s is not focusable or selectable
माॅड्यूल फाइल नाम,Help module Makefile. am
फ़ाइल को जोडे... (_ F) ,Fin _ d in Files...
लाल पान का छक्का,the six of hearts
हुकुम का नहला,nine of spades
हुकुम की बेगम,the queen of spades
विधि,Method
तेज चुनाव,Quick Select
नमूना SDL प्रोजेक्ट,A sample SDL project
~ a को एक खाली तस्वीर खाँचा पर ले जाएँ. ,Move ~ a onto an empty tableau slot.
फिर बांटें,Redeal.
~ a को एक हुकुम का दुक्का पर ले जाएँ,Move ~ a onto the two of spades.
पत्ते बाँटें,Deal the cards
छवि (_ I) ,_ Image
त्रुटि,Errors:
पीछे,Backward
स्तर छोडें (_ l) ,File Filter
फ़ॉन्ट,Font
ईंट का सत्ता,the seven of diamonds
परियोजना बन्द करें,Close project
लाल पान की चव्वा के बगल में लाल पान के तिक्की को रखें. ,Place the four of hearts next to the three of hearts.
बायीँ डीलः ~ a,Deals left: ~ a
परियोजना प्रबंधक,Project Manager
~ a को एक लाल पान की तिक्की पर ले जाएँ,Move ~ a onto the three of hearts.
निर्देश पुस्तिका,Main Class:
अपारिभाषित,undefined
एक% s को आप ढूंढ रहे हैं. ,You are searching for a jack.
इस खेल के लिये सहायता दिखायें,View help for this game
अनियत चौड़ाई,Available plugins
हुकुम की बेगम,queen of spades
मेक्रोज़,Macros
हाइलाइट मोड (_ H) ,_ Highlight Mode
सहेजें (_ S) ,_ Save
जेनेरिक C + + प्रोजेक्ट,A generic C + + project
काल्स,Calltips
ग्लेनवुड,Glenwood
चिड़ी का दहला हटाएँ. ,Remove the two of clubs.
कठोर,Cruel
पहला नियम,First Law
वितरण पैकेज रिपोसिटरीज़ से नए कार्ड गेम प्रसंग संस्थापित करें,Install new card themes from the distribution packages repositories
शतरंज,Chessboard
हुकुम का चव्वा,four of spades
हाइलाइट बक्से का सीमांत रंग,The border color of the highlight box
पुनः लोड करें (_ R) ,_ Reload
एक खाली शीर्ष खाँचा,an empty top slot
एक्सेर्साइसर पहुंचनीयता अन्वेषक,Accerciser Accessibility Explorer
कानफिगर (_ n) ,Run Configure Script
स्तंभ,Col
कुछ,something
फ्लैग की स्थिति,Tag _ Definition
ईंट का बादशाह हटाएँ. ,Remove the eight of diamonds.
ईंट का इक्का,the ace of diamonds
प्रोजेक्ट बंद करें,_ Install Project
सापेक्ष स्थिति,Relative position
~ a को एक ईंट का दुक्का पर ले जाएँ,Move ~ a onto the two of diamonds.
एमडीआई-जेड-क्रम,MDI - Z - order
प्रवाहित करनेयोग्य विषयवस्तु,St _ reamable Content
औज़ार,Tools
तयशुदा विंडो ऊंचाई,Default window height
बिल्ड% d:% s,Build% d:% s
हुकुम का दुक्का,two of spades
~ a को चिड़ी का नहला पर ले जाएँ,Move ~ a onto the nine of clubs.
चव्वा मिटाएँ,Remove the fours
दिखाएँ,Show
खाली तस्वीर खाँचा पर,on to the empty tableau slot
"% s is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public License for more details. ","% s is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See the GNU General Public License for more details."
Generic python (automake) ,Generic python (automake)
अनुप्रयोग से बाहर जाएं,_ Execute program
% s झांकी परwasteslot hint,% s on tableau
फाइल को खोलने में असमर्थ,Unable to open the file:% s
टिप्पणीः परिवर्तन सत्रांत (लोगआउट) के बाद ही प्रभाव में आएंगे। ,Note: Changes only take effect after logout.
प्रोजेक्ट नाम,No project loaded
क़िस्मः,Type:
सिन्योर,Signora
ईंट का अट्ठा,Move ~ a onto the eight of diamonds.
चयनित,Paste selection
डेवलेपर ईमेल पताः,Developer email address:
सहायता,/ _ Help
पुष्टि कर रहे हैं,Validating
नया दृश्य... ,New View...
बचा मालः,Stock left:
इस समय चुने गए एक्सेसेबेल से काम लेने के लिए अंतर्क्रियात्मक कन्सोल,Interactive console for manipulating currently selected accessible
पाठ,Text
स्थिर घोषणाओं को छोड़ दें,Tag Declaration
फाइल% s नहीं मिली,Not local file:% s
सीमांत (बोर्डर) के रंग को हाइलाइट करें,Highlight border color
प्ले प्रगति पर,Creating% s (using AutoGen)...% s
लाल पान का दहला,the ten of hearts
~ a को एक खाली दाएँ स्लॉट में ले जाएँ. ,Move ~ a onto an empty right slot.
तालिकाslot type,tableau
ध्वनि,Sound
"% d% d ""in this string this to""% Id% d% d%%%%% ""(U + 0025 PERCENT SIGN) you do NOT need to escape it with another""% ",% d
~ a को एक चिड़ी की तिक्की पर ले जाएँ,Move ~ a onto the three of clubs.
सीमांत (बोर्डर) के रंग को हाइलाइट करें,Highlight border color
कुंजी,Key
लाल पान का सत्ता,the seven of hearts
दस्तावेज़,Man Documentation
अंजूटा,Anjuta Plugin
मेकफाइल परियोजना,Makefile project
~ a को एक चिड़ी की तिक्की पर ले जाएँ,Move ~ a onto the three of clubs.
प्लगइन्स,Plugins
अभी सक्रिय प्लगिन,Currently activated plugins
संकेत,Symbols
घटनाओं हेतु ध्वनि बजाएँ या नहीं. ,Whether or not to play event sounds
चिड़ी की चौवा के बगल में चिड़ी के पंजा को रखें. ,Place the five of clubs next to the four of clubs.
चुनें एक फ़ोल्डर,Select a Folder
कोई चाल संभव नहीं. वापस लें या फिर शुरू करें,No moves are possible. Undo or start again.
पसंद (_ P)... ,_ Preferences...
आधार पर खाली स्लॉट,an empty slot on the foundation
तिहरी चोटी,Triple Peaks
जोड़ा,Doublets
~ a को लाल पान का सत्ता पर घुमाएँ. ,Move ~ a onto the seven of hearts.
#-#-#-#-#anjuta2. HEAD. hi. po (anjuta2 VERSION) #-#-#-#-#प्रविष्ट करें #-#-#-#-#gnome-utils. gnome-2-2. hi. po (gnome-utils 2.0) #-#-#-#-#भरो #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#डालो (I) ,_ Insert text
UI कानफिगर करें,Run C _ onfigure...
ईंट का दुक्का,the two of diamonds
सान्स,Basic
लाइसेंस,No License
चिपकाएँ (_ P) ,_ Paste
एक खाली फाउन्डेशन स्लाट,an empty foundation slot
खेल पुनः प्रारंभ करें,Statistics of games played
एक हाथ और बांटें,Deal another hand
दहला मिटाएँ,Remove the tens
"% s में% s स्थिति है, पर उसके साथ% s स्थिति नहीं है",% s has% s state without% s state
दुक्की मिटाएँ,Remove the twos
नीचे पैनल pluginview के लिए लेआउट. ,The layout for the bottom panel pluginview.
हुकुम का गुलाम,jack of spades
चुनाव को हटाएं (C _) ,C _ lear Selection
एक खाली फाउण्डेशन जगह,an empty foundation place
फाइल कापी करें,Choose Files:
देखें (_ V) ,_ View
हुकुम की बेगम,the queen of spades
लाल पान का दहला हटाएँ. ,Remove the four of hearts.
% (rolename) s अभिभावक सूची% (num1) d पंक्ति और स्तंभ सूची% (num2) d से मेल नहीं खाते,% (rolename) s parent index% (num1) d does not match row and column index% (num2) d
सारणी,Enable line wrap
खोलें (_ O)... ,_ Open...
वितरण पैकेज रिपोसिटरीज़ से नए कार्ड गेम प्रसंग संस्थापित करें,Install new card themes from the distribution packages repositories
सारणी सूचना,Table Information
अंजूटा symbol ब्राउजर फैक्ट्री,Symbol Browser
प्रतिशतः,Percentage:
सबवर्सन,Subversion
खाली खाँचा पर कुछ रखें,Place something on empty slot
बाल्सा सूचना,Basic information
चिड़ी का बादशाह,king of clubs
हुकुम का दहला हटाएँ. ,Remove the four of spades.
चिड़ी का बादशाह हटाएँ. ,Remove the king of clubs.
सार्वत्रिक फटाफट कुंजियां,Global Hotkeys
नियम संपादित करें,Edit Rules
घटना रोजनामचा मिटाओ,Clear event log
अज्ञात मान,Unknown value
ताश के पत्तों को ढेर में वापस करें,Return cards to stock
लाल पान का छक्का,the six of hearts
1number,1
फाइल% d लोड हो रही है,Loaded Session...
सुधारें,Modify
श्रीमती ज़ेन,Lady Jane
कैरेक्टर,Char
ज़ूम,Zoom
~ a को चिड़ी का गुलाम पर घुमाएँ. ,Move ~ a onto the jack of clubs.
लाल पान की तिक्की,the three of hearts
लाल पान का अट्ठा,eight of hearts
ताज़ा करें,Refresh
आधार पत्ताः जोकर,Base Card: Jack
शीर्षकः,Caption:
अज्ञात पत्ता,Remove the unknown card.
~ a को एक लाल पान का इक्का पर ले जाएँ,Move ~ a onto the ace of hearts.
चिपकाएँ (_ P) ,_ Paste
विल औ द विस्प,Will O The Wisp
एसलिरियोट एक नियम आधारित सॉलिटेयर कार्ड इंजन देता है जो कई भिन्न खेल खेलने के लिए अनुमति देता है. ,Aisleriot provides a rule - based solitaire card engine that allows many different games to be played.
लाल पान का दुक्का,the two of hearts
सभी ढेर भरने लायक पत्ते होते तक पहले जैसा करें,Undo until there are enough cards to fill all tableau piles
~ a को एक लाल पान की तिक्की पर ले जाएँ,Move ~ a onto the three of hearts.
एक गुलाम को आप ढूंढ रहे हैं. ,You are searching for a jack.
भिन्न प्रकार के सॉलिटेयर खेल खेलें,Play many different solitaire games
प्लगिन के लिए प्रतीक फाइल,Icon file for the plugin
मौजूद प्लगिन,Available plugins
मान,Val _ ue
हाल में खेले खेल के नाम,Recently played games
अंजूटा IDE,Anjuta IDE
प्रविष्ट,Insert
दृष्टिगोचर,Visible
पैचेस,Patches
चिड़ी की दुक्की,the two of clubs
ऑस्मोसिस,Osmosis
स्तंभ,Column
उपकरण-पट्टी छुपाएँ या दिखाएँ,Show or hide the toolbar
नामः,Name:
अल्फा,Alpha
रिपोर्ट करें (_ R) ,_ Report
बचा भंडारः ~ a,Stock remaining: ~ a
चिड़ी का नहला,the nine of clubs
